"x","y"
2.75293752613943,15.5595093414924
2.8175186985638,16.658093037285
0.929804650880396,2.00506518627985
2.50829811559524,12.4220355083477
1.96106200478971,6.91487212663596
1.60537825247738,5.11637788358724
2.23610611245967,9.56827703314393
0.49053313198965,1.94371774855806
2.00527764216531,7.24547806717231
2.14468787370715,8.69086199467034
1.42745115112048,3.65295927765547
2.18542552979197,8.65909489174091
2.81054951674305,16.3637758769924
0.840743590588681,1.59382775103061
1.44064918537624,4.23427350264719
2.826042115991,16.9403247852653
2.93685664231889,18.7481632049283
0.440713348798454,1.78126420620417
1.47749153652694,4.1639284985283
1.7249649641104,5.2018400801449
2.72169102316257,15.3358596460075
0.502259486401454,1.40903279289748
2.9677860138705,19.8820428717966
2.84533787441906,17.0779377567516
0.33906891848892,1.6003344436532
1.59121417461429,5.00628413141714
1.23159005460329,3.19152212299408
2.72664057963993,15.7541820874268
1.39621192149352,4.23273740114713
2.52441235398874,12.5104853891124
2.23902729153633,9.4671639811498
2.45205990967806,11.816028914488
1.22551402016543,3.43286620857345
2.08699221527204,7.16270698954242
0.111450182506815,1.20336293779894
2.51545663273428,12.2620866741689
0.121269025956281,1.18449775206912
0.702211021189578,2.19275720144719
2.72914408261422,15.7396899983133
1.87415806599893,6.29714371365769
1.20072179755662,3.71327702971713
1.36373759643175,4.01153738402368
0.208549995301291,1.54344234686825
2.92326574993785,18.8781562188749
1.35207862178795,4.08171544741605
2.87697213026695,17.4474797776929
2.67448922595941,14.4778832847837
1.95593843145762,7.25760658753303
2.91580317004118,18.1775788809253
1.89463080125861,6.48724410110371
