"x","y"
1.37095844714667,4.58835875046864
-0.564698171396089,-0.80366489893041
0.363128411337339,2.69568478823934
0.63286260496104,2.90360616526126
0.404268323140999,2.0555511311523
-0.106124516091484,0.872964083417021
1.51152199743894,5.11844940162498
-0.0946590384130976,0.808268847256797
2.01842371387704,4.54951424311614
-0.062714099052421,0.985656229134277
1.30486965422349,4.07855681418823
2.28664539270111,6.80922876418557
-1.38886070111234,-2.18123988909809
-0.278788766817371,1.00289649660291
-0.133321336393658,0.303050629278622
0.635950398070074,3.24114731119726
-0.284252921416072,0.457291756335856
-2.65645542090478,-5.12188550291313
-2.44046692857552,-4.64080303729347
1.32011334573019,4.66072244575891
-0.306638594078475,-0.288155954480114
-1.78130843398,-3.49836427825536
-0.171917355759621,0.881965691600718
1.2146746991726,3.55992506904533
1.89519346126497,5.46656924587548
-0.4304691316062,0.214325419825342
-0.25726938276893,0.740915911994971
-1.76316308519478,-3.17602391871687
0.460097354831271,1.70735523837334
-0.639994875960119,-1.14987763922423
0.455450123241219,2.89497881300551
0.704837337228819,2.89105406183806
1.03510352196992,3.6319789195046
-0.608926375407211,-0.582764207287573
0.50495512329797,1.66522336066466
-1.71700867907334,-2.98652324866316
-0.784459008379496,-1.069717443822
-0.850907594176518,-1.21864733860726
-2.41420764994663,-4.568845960581
0.0361226068922556,1.50119307248476
0.205998600200254,2.21105468846777
-0.361057298548666,-0.140730207899003
0.758163235699517,3.22058236961194
-0.726704827076575,-0.121206839496437
-1.36828104441929,-2.97609705077219
0.432818025888717,1.65164877128287
-0.811393176186672,-1.59435228089356
1.44410126172125,3.88064615455193
-0.431446202613345,-0.038624229912783
0.655647883402207,2.96572187833011
